numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,label,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39
0,18,0,1,18,3,0,3,16,0,0,0,0,0,3,9,0,10,3,0,1523,1,1,1633,1177,0,1038,0,147,0,0,118,0,1,0,0,7,1113,2,6
0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,95,21,15,0,5,708,1,0,1634,495,22,456,1,177,24,3,140,0,0,23,0,0,13,2,179
0,0,0,11,0,1,0,1,4,0,6,0,0,0,46,29,0,373,0,5,269,1,0,254,138,0,7,2,407,0,1,300,0,0,0,0,1,3,4,193
1,0,1,1,0,0,0,0,0,124,6,0,0,0,3,36,183,261,1,4,648,5,0,176,409,185,377,2,196,225,5,152,0,1,203,0,2,245,4,169
3,0,0,5,0,0,0,0,1,124,13,0,0,1,6,11,0,10,0,0,230,0,0,2,216,0,201,2,1345,0,0,836,1,2,0,0,9,1114,1,2
0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,28,0,10,0,4,711,1,0,2,384,0,352,5,565,0,4,32,154,3,0,0,1,9,6,2
0,4,0,2,1,0,1,0,4,0,13,0,0,0,0,34,1012,383,3,0,51,9,0,775,49,1024,48,0,50,1134,0,46,14,3,1055,0,9,299,8,207
3,0,0,4,0,0,3,1,3,124,20,1,0,0,0,7,9,15,1,5,613,13,0,208,138,10,7,1,35,12,6,33,1,2,11,0,1,13,1,2
0,0,0,7,1,0,0,4,1,0,6,0,0,0,3,54,0,10,0,0,29,1,0,7,3,0,3,1,604,0,1,77,1,2,0,0,1,9,1,2
0,0,0,0,6,0,0,1,1,0,6,0,0,0,3,38,2,2,0,0,1033,3,0,11,853,2,769,1,55,2,5,50,1,2,2,0,1,2,1,2
3,0,0,0,0,0,1,0,0,124,20,0,0,1,109,84,0,10,0,0,282,1,0,1635,257,0,238,1,305,0,0,124,196,0,0,0,9,1115,13,816
0,0,0,16,2,0,0,3,4,0,13,0,2,0,0,17,23,32,0,5,118,1,0,51,77,24,75,6,74,26,0,39,6,1,25,0,1,18,0,13
0,0,0,0,75,0,0,0,0,0,0,0,0,0,34,9,275,224,0,0,2125,5,1,247,1559,279,1199,0,147,189,1,118,0,1,173,2,0,207,2,145
0,0,0,10,1,0,0,2,19,0,20,0,2,0,3,0,468,627,0,5,2126,8,0,11,307,480,281,2,130,542,7,0,0,3,500,0,9,530,0,395
0,0,1,10,0,0,0,2,5,0,13,0,1,0,14,105,0,10,0,0,278,1,0,11,254,0,235,0,225,0,0,160,363,3,0,0,8,9,17,2
0,0,0,1,0,0,2,2,9,0,61,0,0,0,3,11,1013,133,0,0,2127,1,0,25,865,1025,148,2,1346,1135,0,158,1,2,1056,0,1,126,1,2
0,0,0,0,8,0,0,0,2,0,6,0,0,0,13,72,0,4,0,5,644,5,0,11,571,1026,526,2,333,616,1,107,0,0,577,0,1,4,11,817
0,0,0,7,0,0,0,6,2,0,0,0,0,0,3,11,0,10,3,3,1726,1,0,2,613,0,563,1,1347,0,3,837,1,2,0,0,1,9,1,2
0,0,0,10,0,2,0,9,13,0,6,0,1,0,0,35,0,10,1,5,2128,1,0,1636,315,0,288,0,790,0,6,47,364,3,0,3,1,9,0,2
0,0,0,14,10,1,0,3,1,0,6,0,2,0,0,11,0,570,6,5,121,0,0,207,25,0,25,2,1348,0,5,475,1,2,0,5,7,494,1,2
1,0,0,0,0,0,1,4,11,124,20,0,0,0,0,75,0,438,0,1,1768,1,0,1134,840,1027,757,1,571,377,0,111,1,2,337,0,0,4,1,2
1,0,0,0,0,0,0,0,0,124,6,0,0,0,8,51,146,214,3,4,250,5,0,2,229,148,214,1,304,178,2,232,0,1,162,0,1,79,11,140
0,0,0,4,1,0,2,5,2,0,40,0,1,0,3,17,0,10,0,4,53,7,0,31,51,0,50,7,123,0,2,19,203,0,0,0,9,18,0,2
0,0,0,1,6,0,0,0,0,0,13,0,0,0,7,11,126,186,0,5,2129,1,0,2,1478,129,1265,2,273,159,0,205,1,2,142,0,1,174,1,2
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,237,0,10,0,4,2111,5,0,2,1182,0,1042,2,707,0,1,478,1,2,0,0,1,9,1,2
0,0,0,32,0,0,2,4,1,0,27,2,3,1,3,117,1014,1303,0,0,6,1,0,2,85,1028,83,0,352,1136,7,182,38,0,1057,0,8,20,11,9
0,1,0,13,14,0,0,4,0,0,0,0,3,0,3,2,21,15,0,0,1860,1,0,2,457,22,423,1,231,24,5,174,1,2,23,3,2,13,1,2
0,0,0,1,1,0,0,0,0,0,6,0,0,0,3,169,23,32,1,0,1009,5,0,1139,832,24,751,1,536,26,1,311,0,0,25,0,1,18,0,448
0,0,0,0,13,0,0,0,4,0,6,0,0,1,46,342,0,10,1,0,2130,1,0,1637,1560,0,1334,9,1349,0,0,838,1,2,0,0,1,9,1,2
0,2,0,2,3,1,2,0,23,0,47,0,0,0,3,134,1015,1304,0,2,373,1,0,1638,12,1029,12,2,291,1137,0,221,1,2,1058,0,9,1116,1,2
0,0,0,2,7,0,0,0,0,0,6,0,0,1,3,26,23,32,3,0,1191,1,0,2,767,24,696,1,217,26,0,30,6,1,25,0,3,18,0,13
0,0,0,0,1,0,0,0,1,0,6,0,0,0,42,17,0,10,0,4,1830,5,0,156,206,0,192,10,321,0,5,19,38,0,0,0,1,9,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,95,0,659,0,5,996,0,0,2,1561,0,743,1,177,945,4,140,0,0,0,0,0,569,2,2
0,0,0,5,0,1,0,4,3,0,6,0,3,0,83,36,0,994,0,4,1361,1,0,138,106,0,104,2,121,0,0,100,0,0,0,0,1,70,4,50
0,0,1,55,0,0,3,6,5,0,20,0,7,0,0,112,155,221,1,0,384,32,0,267,76,157,74,1,312,187,0,172,0,1,171,0,1,203,3,110
0,50,0,0,16,0,0,0,0,0,0,0,0,0,3,71,5,2,0,0,44,5,0,1639,42,6,41,1,135,6,0,105,1,2,6,0,8,2,1,2
0,5,0,14,5,0,0,4,1,0,6,0,1,0,15,18,1016,1305,3,1,29,1,0,19,3,1030,3,1,423,1138,1,21,1,2,1059,0,0,1117,1,2
0,0,0,1,34,0,0,0,0,0,0,0,0,0,3,17,1017,1306,0,2,40,1,1,182,39,1031,38,2,20,1139,0,19,38,0,1060,0,0,20,0,818
0,0,0,14,1,0,1,2,20,0,6,0,1,0,3,36,0,10,0,0,616,0,0,25,365,0,249,1,886,0,6,48,0,0,0,0,0,9,4,819
0,1,0,1,8,2,0,1,26,0,13,0,0,0,0,208,307,441,0,0,47,1,0,2,45,318,44,1,577,379,6,405,0,1,339,3,0,393,6,38
0,2,0,70,1,1,0,4,43,0,13,0,20,0,14,95,21,15,0,1,2131,1,0,2,1562,22,1094,2,377,24,1,140,0,1,23,5,2,13,2,178
0,1,0,10,3,0,0,1,3,0,34,0,1,1,3,11,458,158,0,0,2132,1,0,1437,213,469,198,1,734,530,0,496,1,2,489,0,1,146,1,2
0,0,0,8,7,0,0,7,1,0,0,0,0,0,3,74,0,4,1,0,2133,1,0,2,1563,66,1335,1,134,80,0,110,1,2,73,0,0,4,1,2
3,0,0,17,0,0,3,4,120,124,74,0,6,0,6,81,73,101,0,0,2134,1,0,2,551,76,508,2,1350,90,0,839,1,2,82,0,9,93,1,2
0,17,0,2,0,0,7,4,4,0,27,0,0,0,3,14,474,635,0,4,176,5,0,2,167,486,157,1,486,549,0,80,0,0,507,0,1,60,4,42
3,0,0,5,0,0,1,3,3,124,13,2,0,0,0,0,1018,32,0,1,183,1,0,2,172,1032,162,1,59,36,7,53,0,1,1061,0,0,18,0,25
2,5,0,7,0,0,0,0,12,124,13,0,5,0,7,34,0,10,3,5,12,5,0,544,11,0,11,2,268,0,0,46,14,3,0,0,1,536,8,2
0,4,0,0,3,0,0,0,2,0,6,0,0,0,3,29,0,1307,0,2,2135,22,0,1027,1105,0,977,1,36,0,0,34,0,0,0,0,3,567,0,410
1,0,0,4,0,0,0,0,0,124,6,0,0,0,3,202,0,1308,0,3,1849,1,0,1640,1384,0,1202,2,548,1140,5,381,1,2,0,0,1,368,1,2
0,2,0,14,18,0,0,3,0,0,0,0,1,0,13,11,1019,1309,0,5,2136,14,1,1641,1564,1033,1336,0,1351,1141,5,840,1,2,1062,0,7,297,1,2
0,0,1,2,10,0,0,0,2,0,0,0,0,0,0,35,0,10,0,0,564,1,1,1642,290,0,265,0,790,0,1,47,365,3,0,1,10,9,12,2
0,2,0,0,1,0,0,0,8,0,13,0,0,1,2,66,533,696,0,5,2137,0,0,1643,1565,545,1337,1,593,607,0,99,1,2,568,0,1,79,1,2
1,1,0,2,0,0,4,6,7,124,47,0,1,1,6,26,0,45,0,0,1247,1,0,340,443,0,411,2,60,0,0,30,14,0,0,0,1,43,19,27
0,0,0,0,0,0,0,4,2,0,6,0,0,0,3,61,0,10,0,0,435,1,0,1539,394,0,362,1,110,0,5,91,366,0,0,0,1,9,11,2
1,0,0,2,0,0,0,1,2,124,13,0,0,0,3,152,1020,1310,3,5,778,1,0,1644,676,1034,614,1,350,1142,1,260,0,0,1063,0,0,1118,4,820
0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,12,1021,1311,0,1,2138,4,0,2,1566,1035,1066,0,1352,1143,4,841,177,3,1064,0,2,1046,0,762
0,0,0,0,13,4,0,0,2,0,0,0,0,0,69,46,0,10,0,4,1178,28,0,1645,348,0,320,0,390,0,0,68,92,3,0,0,9,9,0,2
11,23,0,0,0,0,1,0,0,124,6,0,0,1,7,11,198,284,1,0,201,5,0,347,190,201,176,0,1099,245,0,459,1,2,218,0,9,266,1,2
10,0,0,5,0,0,0,1,0,124,6,0,0,0,3,29,36,50,0,4,2070,1,0,796,317,37,290,0,290,42,0,62,0,1,39,0,1,47,4,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,11,17,0,0,72,1,1,2,70,12,34,1,363,14,8,18,1,2,13,0,1,16,1,2
0,0,0,4,8,0,0,0,0,0,6,0,0,1,7,17,0,136,0,4,127,1,0,85,38,0,37,0,117,341,5,19,0,3,692,0,1,18,0,189
0,4,0,8,0,0,0,5,3,0,6,0,3,0,0,7,21,15,24,5,466,1,0,2,424,22,392,1,143,24,5,115,1,2,23,0,0,13,1,2
0,14,0,19,0,0,0,7,38,0,6,1,1,0,3,97,0,10,0,4,350,9,0,734,65,0,64,1,180,0,2,142,0,1,0,0,1,9,6,6
0,0,1,54,10,0,0,6,2,0,0,0,5,0,98,188,0,10,0,0,2139,1,0,321,417,0,385,2,492,0,3,351,0,1,0,0,1,1119,0,821
0,0,0,0,5,0,0,3,0,0,0,0,2,0,3,18,48,69,0,0,970,1,0,2,808,49,729,1,40,57,4,38,1,2,55,0,1,61,1,2
0,0,0,14,0,0,0,3,2,0,6,0,1,0,2,33,27,37,0,5,323,1,0,2,298,28,273,0,48,30,0,45,0,1,29,0,8,2,7,16
0,3,2,0,0,1,0,3,1,0,6,0,2,0,0,29,36,50,0,0,161,1,0,525,42,37,41,6,71,42,1,62,20,1,39,0,7,47,4,30
0,3,0,13,1,0,0,1,4,0,6,0,1,0,5,97,0,10,0,0,1280,5,0,1646,1016,0,904,1,654,0,1,241,0,1,0,3,0,1120,6,47
0,0,0,0,2,0,0,1,2,0,13,0,0,0,7,77,1022,1198,1,4,285,4,0,1063,31,1036,30,5,751,1042,0,509,0,1,1065,0,0,2,4,397
1,0,0,41,0,0,0,5,1,124,6,0,1,1,33,11,0,10,0,6,18,0,0,565,17,0,17,1,18,0,0,64,1,2,0,0,1,717,1,2
0,25,0,4,2,0,0,0,2,0,6,0,0,0,7,37,989,1280,0,4,2140,1,0,1647,1567,1001,1338,0,72,1110,0,49,14,0,1033,0,9,20,3,9
0,0,0,0,14,0,0,0,0,0,0,0,0,0,94,106,21,15,6,0,201,1,0,1060,190,22,176,1,294,24,0,223,1,2,23,0,1,13,1,2
0,0,0,1,7,0,0,0,2,0,6,0,0,1,3,29,0,10,3,0,994,5,0,769,821,0,742,1,103,0,7,84,0,0,0,0,1,9,4,2
0,0,0,11,2,1,0,1,3,0,13,0,1,0,3,11,1023,498,0,1,1587,0,0,1283,1221,1037,1076,7,1353,423,0,435,1,2,1066,0,7,18,1,2
0,0,0,4,1,0,2,1,3,0,40,3,0,0,3,227,1024,1312,0,5,2141,4,0,628,1568,1038,1339,2,673,1144,7,456,1,2,1067,0,6,397,1,2
0,0,0,5,3,3,0,0,15,0,6,0,0,0,3,93,136,200,0,1,141,43,0,2,3,138,3,7,284,168,6,216,1,2,151,0,0,106,1,2
0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,35,0,10,3,0,935,1,0,673,116,0,113,9,817,0,0,47,0,3,0,2,1,20,3,9
0,0,0,25,0,7,0,8,18,0,6,0,2,0,3,11,34,48,0,0,158,0,0,957,151,35,54,1,215,39,0,59,1,2,36,0,1,46,1,2
3,15,0,1,0,0,0,0,0,124,13,0,0,0,0,97,656,209,0,0,773,0,0,534,152,669,144,2,414,176,1,142,0,1,160,0,0,194,6,466
0,11,0,0,0,0,1,1,2,0,13,1,0,0,0,85,0,45,2,5,2142,1,0,11,361,0,332,2,160,0,2,126,367,0,0,0,9,43,0,27
1,0,0,0,0,0,2,0,0,124,20,0,0,1,0,211,0,10,3,1,1431,19,0,1648,1121,0,988,0,591,0,0,411,0,1,0,3,9,9,2,312
5,0,0,42,0,0,0,4,1,249,13,0,4,1,16,36,0,796,1,0,235,1,0,165,209,0,195,1,1354,0,0,462,0,1,0,0,1,47,4,358
0,17,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,11,10,0,72,0,1,2,70,0,34,2,170,9,8,11,1,2,9,0,1,4,1,2
23,23,0,1,0,0,24,0,2,124,95,0,0,1,7,85,0,45,1,0,218,1,0,236,205,0,191,2,160,0,0,126,0,0,0,3,9,43,0,27
0,17,0,1,0,0,0,0,0,0,0,0,0,0,3,11,245,216,3,0,72,5,1,2,476,250,34,1,129,299,8,106,1,2,270,0,1,85,1,2
0,0,0,13,6,0,13,2,29,0,81,0,1,1,0,66,484,191,0,5,97,0,0,1649,94,497,92,1,606,163,7,374,1,2,519,0,9,79,1,2
0,16,0,7,1,0,0,0,4,0,6,0,0,0,3,223,370,515,0,0,2143,1,0,2,745,380,675,2,656,440,0,447,0,1,402,0,1,458,11,38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,2,0,0,115,1,1,2,112,6,52,2,240,6,8,95,1,2,6,0,7,2,1,2
1,1,0,5,0,0,3,0,6,124,13,0,0,1,0,223,370,515,3,1,2144,4,0,2,1569,380,1340,2,656,440,6,447,0,1,402,1,6,458,11,38
0,8,0,0,0,0,0,0,0,0,0,0,0,0,84,105,0,10,5,0,1004,5,0,2,810,0,731,2,232,0,1,160,72,3,0,3,1,9,17,2
0,0,0,1,0,0,13,7,30,0,170,0,0,1,0,50,0,45,0,0,2145,1,0,2,1570,0,1341,2,86,0,0,72,261,0,0,0,9,43,11,27
0,0,0,4,1,0,1,0,45,0,40,0,0,0,3,2,9,15,0,0,159,5,0,534,152,10,144,2,283,12,0,162,1,2,11,0,9,13,1,2
0,0,0,1,15,0,0,5,0,0,0,0,0,0,3,66,56,82,0,0,2146,30,0,1650,344,57,316,2,526,70,0,374,1,2,64,0,2,79,1,2
0,0,0,2,12,2,0,0,31,0,0,0,0,0,6,11,0,10,47,0,2147,0,0,604,732,0,666,1,1355,0,0,803,1,2,0,0,1,9,1,2
0,0,0,1,0,0,3,5,20,0,20,0,0,0,3,121,116,170,3,5,2148,1,0,1651,458,119,424,1,251,148,6,189,0,1,130,0,8,156,11,110
5,0,0,2,0,0,1,5,16,124,20,2,0,0,3,20,0,10,0,0,121,1,0,20,25,0,25,1,109,0,1,23,48,0,0,0,1,9,5,2
0,2,0,17,0,0,1,2,4,0,13,0,1,1,3,28,0,10,48,0,204,1,0,490,193,0,179,1,46,0,0,32,334,0,0,0,0,9,6,2
0,0,1,16,0,0,0,3,0,0,0,0,2,0,3,12,0,10,0,5,1690,1,0,2,346,0,318,2,51,0,4,12,72,3,0,3,1,208,3,146
0,2,0,22,1,0,0,8,0,0,0,0,4,0,0,7,9,15,0,0,2149,1,0,1652,1571,10,1342,2,178,12,3,33,1,2,11,1,1,13,1,2
0,1,0,1,0,0,1,0,0,0,34,0,0,1,3,12,0,348,0,1,542,5,0,1653,169,0,159,2,464,0,0,331,26,1,0,1,0,122,2,228
2,0,0,1,0,0,0,0,0,124,6,0,0,0,3,201,1025,1313,3,5,568,1,0,399,1391,1039,470,5,640,1145,1,378,0,3,1068,4,1,1121,4,259
0,0,0,0,2,0,0,0,0,0,13,0,0,0,2,105,960,1243,3,0,237,1,0,2,1435,970,207,2,232,1075,5,160,14,3,1002,3,0,20,17,9
6,0,0,0,0,0,0,1,0,249,13,7,0,0,0,11,0,510,3,5,250,1,0,2,280,0,214,1,651,0,2,443,1,2,0,0,1,454,1,2
0,0,0,0,2,0,0,0,2,0,6,0,0,0,7,17,23,32,5,3,741,1,0,411,77,24,75,6,74,26,5,39,6,1,25,0,1,18,0,13
1,76,0,7,0,0,0,0,0,124,6,0,1,0,3,258,538,702,0,0,2150,1,0,523,908,550,604,2,1015,612,6,541,0,1,573,0,0,90,22,564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,89,128,3,5,72,19,1,2,70,92,34,7,1356,109,8,153,1,2,99,0,7,121,1,2
0,0,0,2,14,0,2,0,1,0,0,0,0,1,3,61,265,370,0,5,2151,1,0,612,427,269,394,9,254,323,0,91,19,3,290,0,1,339,5,244
1,0,0,22,0,0,0,0,12,124,6,0,2,0,3,1,46,66,1,0,124,6,0,1654,119,47,116,2,1196,55,5,1,0,1,52,1,1,58,2,390
1,14,0,5,0,0,0,1,0,124,13,0,0,1,15,119,1026,1314,3,3,2152,0,0,1655,1572,1040,1075,1,1357,1146,0,842,1,2,1069,0,1,1122,1,2
0,9,0,1,65,0,0,0,0,0,0,0,0,0,7,36,0,1315,0,4,1911,1,1,487,471,0,280,1,441,0,0,100,0,0,0,0,2,602,4,433
0,0,0,10,0,0,1,1,1,0,40,0,1,0,2,105,0,10,3,0,266,4,0,14,243,0,226,2,232,0,0,160,0,0,0,0,1,1123,0,822
0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,11,1027,1316,0,7,72,1,1,2,70,1041,34,10,1358,1147,8,843,1,2,1070,0,7,1124,1,2
1,6,0,4,0,0,0,3,2,124,13,0,0,1,3,24,5,2,0,0,1256,1,0,2,181,6,167,5,106,6,0,89,1,2,6,0,0,2,1,2
0,0,0,10,2,0,0,0,6,0,13,0,1,0,20,0,55,32,0,5,91,1,0,62,88,56,86,0,78,67,1,53,0,1,63,1,0,18,0,36
1,6,0,41,0,0,0,7,21,124,20,0,7,0,107,11,34,48,0,1,311,19,0,215,287,35,126,1,416,39,0,197,1,2,36,3,9,46,1,2
0,0,0,25,10,0,0,3,4,0,6,0,2,0,0,323,0,10,10,0,507,1,0,2,457,0,423,1,1359,0,0,844,1,2,0,0,2,1125,1,2
0,0,0,4,7,0,0,0,0,0,0,0,0,0,6,148,0,245,5,4,1546,1,0,2,1194,1042,1052,5,1204,980,3,254,1,2,1071,0,1,18,1,2
1,0,0,2,0,0,0,4,5,124,20,0,0,0,3,60,0,1317,0,1,2153,5,0,2,1573,0,1343,8,799,1148,1,90,0,3,0,0,0,920,16,665
0,1,0,0,2,0,0,1,1,0,13,0,0,1,3,21,0,10,3,5,2154,1,0,2,673,0,611,1,27,0,0,25,1,2,0,0,8,117,1,2
0,9,1,17,4,4,0,2,36,0,6,0,2,0,3,158,198,284,0,0,2009,1,0,623,758,201,688,0,386,245,0,284,1,2,218,0,9,266,1,2
0,7,0,0,5,0,0,0,2,0,6,0,0,0,3,9,143,208,0,5,560,1,0,1656,503,145,464,2,579,175,5,118,0,0,159,1,1,193,2,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,343,1009,1301,46,0,2155,5,0,2,1574,1021,1066,2,1360,1130,4,845,0,0,1052,0,2,1111,9,153
0,0,0,8,168,0,0,1,1,0,0,0,0,0,3,132,9,15,0,0,1965,1,1,2,1479,10,363,2,286,12,4,218,0,0,11,0,9,13,4,823
0,0,0,17,1,0,0,6,1,0,0,0,4,1,0,38,2,2,3,0,2156,5,0,1657,1575,2,1344,2,240,2,3,95,1,2,2,0,1,2,1,2
0,1,0,8,12,0,0,1,3,0,0,0,0,0,2,38,2,2,0,0,568,1,0,2,1116,2,470,2,439,2,4,50,1,2,2,0,1,2,1,2
0,0,0,1,2,0,0,5,10,0,20,0,1,0,3,7,9,15,0,5,28,0,0,1363,27,10,27,2,235,12,0,115,1,2,11,1,0,13,1,2
0,0,0,39,0,0,0,6,1,0,0,0,4,0,3,313,0,10,5,1,1017,0,0,2,842,0,127,1,1361,0,4,729,1,2,0,0,2,108,1,2
0,0,0,30,1,0,0,4,3,0,13,0,3,1,27,22,0,1278,0,4,541,1,0,185,488,0,220,5,28,1107,1,26,1,2,0,0,1,24,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122,0,10,0,4,731,1,1,2,645,0,117,2,671,0,8,455,0,1,0,0,2,18,0,824
21,0,0,0,0,0,1,2,0,124,6,0,0,0,16,12,1028,1318,0,0,2157,5,0,1658,919,1043,824,2,444,1149,7,321,38,1,1072,1,1,557,2,29
1,0,0,91,0,0,0,8,4,124,6,0,11,0,0,99,1029,1319,0,0,1469,5,0,284,372,1044,341,2,184,1150,5,145,0,1,1073,0,1,1126,0,825
0,40,0,10,0,0,2,3,8,0,34,0,1,0,3,11,2,2,3,0,39,1,0,128,38,2,37,2,1362,2,6,846,1,2,2,0,9,2,1,2
0,0,0,8,3,0,0,1,1,0,13,0,1,0,2,5,3,5,3,3,821,5,0,237,318,4,291,2,5,4,0,5,1,2,4,0,1,5,1,2
0,0,0,8,56,0,0,0,0,0,0,0,1,0,63,222,9,15,1,0,1579,1,1,2,1215,10,1070,0,1363,12,3,445,1,2,11,0,0,13,1,2
0,1,0,54,2,0,0,3,4,0,6,2,11,0,3,286,46,66,20,0,2158,5,0,152,1576,47,1345,1,1364,55,7,650,0,1,52,0,0,58,27,390
0,0,0,1,2,0,0,1,1,0,6,0,0,0,0,0,0,94,18,4,286,1,0,2,260,0,240,2,130,271,0,0,0,3,242,0,6,18,0,64
0,0,0,11,0,0,0,1,6,0,6,0,1,0,7,0,32,32,0,4,2159,1,0,203,1577,33,1346,1,59,36,1,53,0,1,34,0,1,18,0,25
2,2,0,7,0,0,0,0,0,124,6,0,0,1,7,106,21,15,3,0,361,1,0,2,334,22,305,1,523,24,0,163,1,2,23,0,1,13,1,2
0,0,0,0,0,0,0,7,8,0,6,0,0,0,7,84,0,1320,1,0,173,1,0,1659,164,0,154,0,156,0,0,124,368,3,0,0,8,1127,13,826
0,0,0,29,0,0,0,6,4,0,13,0,3,0,3,0,46,66,3,0,591,1,0,416,528,47,488,2,130,55,0,0,0,1,52,0,9,58,0,194
0,0,0,0,3,1,0,0,0,0,6,0,0,0,0,12,0,1321,0,5,1136,1,0,814,924,0,827,2,51,1151,0,12,190,3,1074,1,3,1128,3,827
0,0,0,14,0,0,0,1,0,0,0,0,1,0,3,51,0,1322,0,5,808,0,0,2,699,0,636,9,300,0,4,88,340,3,0,0,1,1129,11,828
0,0,0,1,10,0,0,0,9,0,13,0,0,0,7,66,0,10,5,0,250,1,0,2,280,0,214,5,1365,0,7,99,1,2,0,0,1,1130,1,2
0,0,0,8,0,0,0,1,4,0,6,0,0,1,3,274,2,2,0,1,1345,5,0,989,1064,2,941,2,1366,2,1,583,1,2,2,1,9,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1030,1323,0,0,253,1,1,2,233,1045,25,2,1367,1152,8,847,1,2,1075,0,1,1131,1,2
0,0,0,8,0,0,0,1,0,0,0,0,0,1,13,7,25,15,6,1,417,14,0,2,381,26,350,2,235,28,4,115,1,2,27,0,1,13,1,2
5,1,0,73,0,0,0,5,2,124,6,0,1,0,0,17,0,352,0,3,1825,1,0,1660,1231,1046,1082,2,20,1153,0,19,369,1,1076,0,1,18,0,231
0,0,0,0,24,0,0,0,4,0,0,0,0,0,3,344,1031,1324,0,0,515,1,1,1454,164,1047,154,2,1368,1154,1,848,0,1,1077,0,0,1132,0,829
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,89,0,10,0,0,125,5,1,2,120,0,117,1,337,0,8,131,0,0,0,0,2,9,11,331
0,0,0,1,57,0,0,0,0,0,0,0,0,1,7,11,144,209,0,0,910,5,1,638,434,146,401,2,1369,176,7,849,1,2,160,0,0,194,1,2
5,1,0,20,0,0,0,4,1,124,6,0,2,0,3,36,1032,1325,4,4,150,5,0,35,53,1048,52,1,1354,1155,1,462,0,1,1078,0,0,47,4,358
3,1,0,2,0,0,0,1,0,249,20,0,0,1,3,11,0,10,0,5,158,1,0,11,151,0,54,7,1370,0,0,83,1,2,0,1,1,63,1,2
3,0,0,1,0,0,0,3,1,0,6,0,0,1,0,26,0,10,0,1,928,1,0,174,239,0,222,0,461,0,0,30,79,0,0,0,0,9,0,2
2,0,0,57,0,0,0,7,2,124,13,0,5,0,2,100,5,2,0,5,217,5,0,1661,64,6,63,2,1371,6,1,850,1,2,6,0,0,2,1,2
2,0,0,4,0,0,0,0,0,124,6,0,1,1,4,17,0,10,3,4,421,1,0,1662,292,0,267,1,82,0,1,19,0,0,0,0,1,1133,0,2
5,1,0,8,0,0,0,1,0,249,13,0,0,0,3,86,27,37,2,0,1914,1,0,11,1426,28,1233,2,1343,30,1,127,0,1,29,0,0,2,2,813
1,0,0,16,0,0,0,7,0,124,6,0,1,1,3,57,0,10,0,1,158,5,0,1310,151,0,54,1,807,0,0,85,178,0,0,0,1,9,12,2
0,0,0,54,0,3,0,3,60,0,13,0,5,0,6,14,1033,1326,0,0,269,1,0,254,138,1049,7,1,149,1156,0,15,0,1,1079,0,1,1134,4,6
0,0,0,13,236,0,0,0,1,0,0,0,1,0,13,0,0,32,0,5,2160,4,1,407,520,0,480,2,382,239,0,53,0,0,0,3,0,18,0,36
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,11,0,1,72,1,1,2,70,0,34,2,170,9,8,11,1,2,9,0,1,4,1,2
0,46,0,1,1,0,8,2,10,0,20,0,1,0,3,117,0,45,0,0,1634,4,0,976,43,0,42,2,690,0,6,465,16,0,0,0,9,43,16,27
5,34,0,20,0,0,13,5,113,249,258,0,1,1,7,36,1034,1327,0,3,158,1,0,1663,151,1050,54,1,886,1157,0,48,0,0,1080,0,1,1135,4,830
0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,51,0,10,0,0,646,1,1,2,1438,0,528,2,105,0,8,88,366,0,0,0,1,1136,11,831
0,0,0,2,0,0,1,9,31,0,47,0,0,0,3,51,146,214,5,2,864,5,0,606,735,148,667,1,304,178,0,232,0,1,162,0,1,79,11,140
2,75,0,25,0,0,0,3,1,124,13,0,1,1,0,108,0,10,5,0,1801,14,0,2,1361,0,317,2,815,0,1,537,1,2,0,0,0,9,1,2
3,0,0,4,0,0,0,1,0,249,20,0,0,1,13,11,0,10,3,5,158,1,0,11,151,0,54,2,98,0,0,83,1,2,0,1,1,63,1,2
2,24,0,10,0,0,0,1,0,124,6,0,0,1,3,67,0,1328,3,1,269,1,0,70,138,0,7,1,122,1158,1,101,1,2,0,0,1,372,1,2
0,0,0,0,1,0,2,5,1,0,6,0,0,0,3,0,0,10,0,3,1241,1,0,1664,292,0,267,0,18,0,0,538,0,0,0,0,1,9,0,2
